item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_type,item_visibility,item_weight,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type
FDS43,Low Fat,186.9239959716797,2237.087890625,Fruits and Vegetables,0.040507227182388306,11.649999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
NCX18,Low Fat,196.91099548339844,392.8219909667969,Household,0.014719325117766857,14.149999618530273,1998,OUT010,Tier 3,,Grocery Store
NCB07,Low Fat,197.41099548339844,5892.330078125,Household,0.0771322175860405,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDZ33,Low Fat,149.00759887695312,1182.4608154296875,Snack Foods,0.10756402462720871,10.194999694824219,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDD52,Regular,110.85700225830078,1977.426025390625,Dairy,0.18357984721660614,18.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDW47,Low Fat,121.74140167236328,365.5242004394531,Breads,0.08119703829288483,,1985,OUT019,Tier 1,Small,Grocery Store
DRF25,Low Fat,36.11899948120117,1098.5699462890625,Soft Drinks,0.03889285773038864,9.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDB28,Low Fat,198.7425994873047,1186.45556640625,Dairy,0.09391360729932785,6.614999771118164,2007,OUT017,Tier 2,,Supermarket Type1
NCN41,Low Fat,121.37300109863281,369.5190124511719,Health and Hygiene,0.09141174703836441,,1985,OUT019,Tier 1,Small,Grocery Store
FDV20,Regular,128.3677978515625,1398.8458251953125,Fruits and Vegetables,0.06004500761628151,20.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDI48,Regular,50.56660079956055,922.798828125,Baking Goods,0.05567203089594841,11.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDN44,Low Fat,160.19200134277344,1597.9200439453125,Fruits and Vegetables,0.02279561012983322,13.149999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
FDP04,Low Fat,64.716796875,1022.6688232421875,Frozen Foods,0.013812771998345852,15.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
NCE30,Low Fat,210.49020385742188,3610.63330078125,Household,0.0,16.0,2002,OUT045,Tier 2,,Supermarket Type1
NCA29,Low Fat,171.3105926513672,3593.322509765625,Household,0.027276409789919853,10.5,1997,OUT046,Tier 1,Small,Supermarket Type1
NCD18,Low Fat,230.2667999267578,8062.837890625,Household,0.0723172202706337,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDH41,Low Fat,214.75340270996094,5806.44189453125,Frozen Foods,0.08161437511444092,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDB15,Low Fat,265.2568054199219,4218.5087890625,Dairy,0.1367848664522171,10.895000457763672,2004,OUT035,Tier 2,Small,Supermarket Type1
FDW43,Regular,226.30360412597656,910.8143920898438,Fruits and Vegetables,0.02242523618042469,20.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDU48,Low Fat,133.32839965820312,263.65679931640625,Baking Goods,0.055671583861112595,18.850000381469727,2007,OUT017,Tier 2,,Supermarket Type1
NCD42,Low Fat,36.35060119628906,872.86376953125,Health and Hygiene,0.01265749428421259,16.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDX21,Low Fat,108.69120025634766,1310.29443359375,Snack Foods,0.08513833582401276,7.050000190734863,2002,OUT045,Tier 2,,Supermarket Type1
FDF39,Regular,262.59100341796875,4996.8291015625,Dairy,0.019511288031935692,14.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDT47,Regular,95.70680236816406,1166.4815673828125,Breads,0.024546939879655838,5.260000228881836,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDU59,Low Fat,162.6551971435547,5685.93212890625,Breads,0.09591947495937347,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDE08,Low Fat,147.77340698242188,4602.67529296875,Fruits and Vegetables,0.049080852419137955,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDC60,Regular,88.35140228271484,2833.644775390625,Baking Goods,0.1144724041223526,5.425000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDF14,Low Fat,152.9340057373047,2450.14404296875,Canned,0.027224916964769363,7.550000190734863,2002,OUT045,Tier 2,,Supermarket Type1
NCC06,Low Fat,127.03359985351562,3962.841552734375,Household,0.027028322219848633,19.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDZ09,Low Fat,165.68679809570312,3111.94921875,Snack Foods,0.10547220706939697,17.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDR22,Regular,110.25440216064453,2908.21435546875,Snack Foods,0.01860024966299534,19.350000381469727,2002,OUT045,Tier 2,,Supermarket Type1
NCH43,Low Fat,216.41920471191406,3020.06884765625,Household,0.07071202993392944,8.420000076293945,2002,OUT045,Tier 2,,Supermarket Type1
DRB13,Regular,188.6529998779297,3605.306884765625,Soft Drinks,0.007055291905999184,6.114999771118164,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDN02,Low Fat,207.2637939453125,5383.65869140625,Canned,0.0738137885928154,16.5,2004,OUT035,Tier 2,Small,Supermarket Type1
FDC57,Regular,194.28199768066406,1544.656005859375,Fruits and Vegetables,0.05481692776083946,20.100000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDY39,Regular,181.8607940673828,4594.02001953125,Meat,0.047101810574531555,5.304999828338623,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDS55,Low Fat,150.07339477539062,4454.2021484375,Fruits and Vegetables,0.08132877945899963,7.019999980926514,2002,OUT045,Tier 2,,Supermarket Type1
DRG27,Low Fat,41.113800048828125,690.4345703125,Dairy,0.10511068999767303,8.895000457763672,1997,OUT046,Tier 1,Small,Supermarket Type1
DRD60,Low Fat,182.76339721679688,3453.504638671875,Soft Drinks,0.037289995700120926,15.699999809265137,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDW15,Regular,146.57339477539062,2375.574462890625,Meat,0.05506773293018341,15.350000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
NCK42,LF,214.51919555664062,2804.349609375,Household,0.013146636076271534,7.474999904632568,2002,OUT045,Tier 2,,Supermarket Type1
DRK12,LF,32.09000015258789,432.7699890136719,Soft Drinks,0.04212324321269989,9.5,2007,OUT017,Tier 2,,Supermarket Type1
DRD13,Low Fat,65.716796875,575.251220703125,Soft Drinks,0.04927939176559448,15.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDY31,LF,148.24180603027344,1618.559814453125,Fruits and Vegetables,0.043630581349134445,5.980000019073486,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDS37,Low Fat,114.34919738769531,1853.587158203125,Canned,0.0319945327937603,7.65500020980835,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDC58,Low Fat,44.242801666259766,703.0847778320312,Snack Foods,0.04217955842614174,10.194999694824219,2007,OUT017,Tier 2,,Supermarket Type1
FDU20,Regular,120.70980072021484,361.5293884277344,Fruits and Vegetables,0.037569399923086166,,1985,OUT019,Tier 1,Small,Grocery Store
NCQ53,Low Fat,237.75900268554688,3545.385009765625,Health and Hygiene,0.018934719264507294,17.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCR06,Low Fat,41.71120071411133,383.50079345703125,Household,0.006765149068087339,12.5,1997,OUT046,Tier 1,Small,Supermarket Type1
FDS13,Low Fat,265.28839111328125,264.9884033203125,Canned,0.20839771628379822,6.465000152587891,1998,OUT010,Tier 3,,Grocery Store
NCA54,Low Fat,180.93179321289062,3247.7724609375,Household,0.036611102521419525,16.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDH04,Regular,91.04879760742188,271.6463928222656,Frozen Foods,0.019912606105208397,,1985,OUT019,Tier 1,Small,Grocery Store
FDP23,Low Fat,218.91659545898438,2394.882568359375,Breads,0.0,6.710000038146973,1987,OUT013,Tier 3,High,Supermarket Type1
FDH10,Low Fat,193.0478057861328,1549.982421875,Snack Foods,0.049381665885448456,21.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDK46,Low Fat,258.4620056152344,4673.916015625,Snack Foods,0.05157177150249481,9.600000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDU16,Regular,82.5907974243164,922.798828125,Frozen Foods,0.0,19.25,2002,OUT045,Tier 2,,Supermarket Type1
FDA48,Low Fat,221.41140747070312,5099.3623046875,Baking Goods,0.11487405747175217,12.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDA43,Low Fat,194.1793975830078,2340.952880859375,Fruits and Vegetables,0.06493920832872391,10.895000457763672,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDD22,Low Fat,113.35440063476562,3467.486328125,Snack Foods,0.10005562752485275,10.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCC55,Low Fat,36.7848014831543,782.9807739257812,Household,0.06375107914209366,10.694999694824219,2004,OUT035,Tier 2,Small,Supermarket Type1
FDW22,Regular,221.3114013671875,2217.114013671875,Snack Foods,0.030413776636123657,9.694999694824219,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDH14,Regular,141.88380432128906,280.96759033203125,Canned,0.07834792137145996,17.100000381469727,1998,OUT010,Tier 3,,Grocery Store
FDX27,Regular,92.943603515625,2174.502685546875,Dairy,0.11402212828397751,20.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDX38,Regular,45.937599182128906,575.251220703125,Dairy,0.04820701852440834,10.5,1997,OUT046,Tier 1,Small,Supermarket Type1
FDD47,Regular,172.3448028564453,4431.56494140625,Starchy Foods,0.14263218641281128,7.599999904632568,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDY44,Regular,194.71099853515625,5892.330078125,Fruits and Vegetables,0.024286378175020218,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDO11,Regular,250.3092041015625,6723.24853515625,Breads,0.030264897271990776,8.0,1997,OUT046,Tier 1,Small,Supermarket Type1
FDP24,Low Fat,120.87560272216797,1211.7559814453125,Baking Goods,0.0834735855460167,20.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDW48,Low Fat,79.06179809570312,1208.427001953125,Baking Goods,0.008558143861591816,18.0,2002,OUT045,Tier 2,,Supermarket Type1
NCM30,Low Fat,40.879600524902344,371.5163879394531,Household,0.06767605245113373,19.100000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDH24,Low Fat,157.52879333496094,1571.2879638671875,Baking Goods,0.021518435329198837,20.700000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCQ06,Low Fat,253.6013946533203,6630.03662109375,Household,0.04162198677659035,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRI37,Low Fat,58.790401458740234,585.9039916992188,Soft Drinks,0.10759788006544113,15.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDU44,Regular,162.35519409179688,487.3656005859375,Fruits and Vegetables,0.1022959053516388,,1985,OUT019,Tier 1,Small,Grocery Store
FDS44,Regular,238.8538055419922,4566.72216796875,Fruits and Vegetables,0.15667961537837982,12.649999618530273,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDJ09,Low Fat,46.97439956665039,679.1160278320312,Snack Foods,0.058513253927230835,15.0,2002,OUT045,Tier 2,,Supermarket Type1
DRG25,Low Fat,185.62399291992188,6897.68798828125,Soft Drinks,0.01903383806347847,10.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDS31,Regular,180.33180236816406,2345.61328125,Fruits and Vegetables,0.044192373752593994,13.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
DRC27,Low Fat,246.2801971435547,1228.4010009765625,Dairy,0.05833915248513222,13.800000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDE22,Low Fat,160.49200439453125,4314.3837890625,Snack Foods,0.029567217454314232,9.694999694824219,2004,OUT035,Tier 2,Small,Supermarket Type1
FDX08,Low Fat,179.93179321289062,360.86358642578125,Fruits and Vegetables,0.03957677632570267,,1985,OUT019,Tier 1,Small,Grocery Store
FDJ41,Low Fat,262.05938720703125,1569.9564208984375,Frozen Foods,0.023012718185782433,6.849999904632568,2007,OUT017,Tier 2,,Supermarket Type1
FDI32,Low Fat,113.28340148925781,4376.96923828125,Fruits and Vegetables,0.1735290288925171,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRJ37,Low Fat,150.80239868164062,3339.65283203125,Soft Drinks,0.06080549582839012,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDN51,Regular,260.2936096191406,4175.8974609375,Meat,0.020942866802215576,17.850000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
NCT30,Low Fat,47.27180099487305,850.8923950195312,Household,0.0802777037024498,9.100000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDJ14,Regular,80.09600067138672,239.68800354003906,Canned,0.050028808414936066,10.300000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
FDY11,Regular,65.41419982910156,1516.026611328125,Baking Goods,0.0296064093708992,6.710000038146973,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDW56,LF,193.31619262695312,5772.48583984375,Fruits and Vegetables,0.07118909806013107,7.679999828338623,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDZ14,Regular,122.47560119628906,605.8779907226562,Dairy,0.04758869484066963,7.710000038146973,1997,OUT046,Tier 1,Small,Supermarket Type1
FDQ20,Low Fat,39.31380081176758,974.731201171875,Fruits and Vegetables,0.029779206961393356,8.324999809265137,2004,OUT035,Tier 2,Small,Supermarket Type1
NCG06,Low Fat,256.964599609375,4637.962890625,Household,0.02942085638642311,16.350000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDS35,Low Fat,63.18259811401367,2002.060546875,Breads,0.11112796515226364,9.300000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
FDL04,Low Fat,105.46219635009766,1905.5196533203125,Frozen Foods,0.11190225929021835,19.0,2004,OUT035,Tier 2,Small,Supermarket Type1
DRM48,Low Fat,35.88479995727539,596.5568237304688,Soft Drinks,0.11307219415903091,15.199999809265137,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDF08,Regular,89.18560028076172,1845.59765625,Fruits and Vegetables,0.06533980369567871,14.300000190734863,2002,OUT045,Tier 2,,Supermarket Type1
FDV19,Regular,161.25779724121094,4171.90283203125,Fruits and Vegetables,0.03525703772902489,14.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDU24,reg,94.21199798583984,1025.33203125,Baking Goods,0.14016303420066833,6.78000020980835,1997,OUT046,Tier 1,Small,Supermarket Type1
FDD26,Regular,184.0924072265625,555.2772216796875,Canned,0.12633490562438965,,1985,OUT019,Tier 1,Small,Grocery Store
FDJ12,Regular,206.82960510253906,4154.591796875,Baking Goods,0.03912029042840004,8.895000457763672,2002,OUT045,Tier 2,,Supermarket Type1
FDU49,Regular,85.55400085449219,1211.7559814453125,Canned,0.030742082744836807,19.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDH52,Regular,61.51940155029297,866.87158203125,Frozen Foods,0.044151436537504196,9.420000076293945,2007,OUT017,Tier 2,,Supermarket Type1
FDZ56,Low Fat,167.54739379882812,1010.6843872070312,Fruits and Vegetables,0.04506212845444679,,1985,OUT019,Tier 1,Small,Grocery Store
FDV36,Low Fat,127.10199737548828,3415.553955078125,Baking Goods,0.02617463655769825,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCN14,Low Fat,184.66079711914062,2756.412109375,Others,0.09147267043590546,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDI27,Regular,43.8744010925293,1222.4088134765625,Dairy,0.04576362296938896,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDC47,Low Fat,229.9694061279297,4339.0185546875,Snack Foods,0.11879169940948486,15.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDG04,Low Fat,187.5897979736328,2432.16748046875,Frozen Foods,0.006075006909668446,13.100000381469727,2002,OUT045,Tier 2,,Supermarket Type1
NCB55,Low Fat,57.856201171875,651.8181762695312,Household,0.16098885238170624,15.699999809265137,2002,OUT045,Tier 2,,Supermarket Type1
FDW38,Regular,53.229801177978516,1240.3853759765625,Dairy,0.13946442306041718,5.324999809265137,2007,OUT017,Tier 2,,Supermarket Type1
FDG21,Regular,150.2050018310547,5992.2001953125,Seafood,0.0,17.350000381469727,2002,OUT045,Tier 2,,Supermarket Type1
NCH07,Low Fat,157.8603973388672,3803.049560546875,Household,0.09264951199293137,13.149999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
NCT53,Low Fat,163.05259704589844,2302.33642578125,Health and Hygiene,0.04838842153549194,5.400000095367432,2007,OUT017,Tier 2,,Supermarket Type1
NCT05,Low Fat,256.56719970703125,4090.67529296875,Health and Hygiene,0.020934412255883217,10.895000457763672,1987,OUT013,Tier 3,High,Supermarket Type1
FDC29,reg,115.71759796142578,1374.211181640625,Frozen Foods,0.02418551780283451,8.390000343322754,1987,OUT013,Tier 3,High,Supermarket Type1
FDW57,Regular,177.40280151367188,3896.26171875,Snack Foods,0.0,8.3100004196167,1997,OUT046,Tier 1,Small,Supermarket Type1
NCK19,Low Fat,193.64779663085938,3099.96484375,Others,0.09046564251184464,9.800000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDJ15,Regular,181.96080017089844,1653.84716796875,Dairy,0.023454399779438972,11.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDW01,LF,154.46820068359375,1524.6820068359375,Canned,0.0,14.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDW33,Low Fat,106.4280014038086,1917.5040283203125,Snack Foods,0.09968125075101852,9.395000457763672,2007,OUT017,Tier 2,,Supermarket Type1
NCM19,Low Fat,113.82019805908203,1800.3232421875,Others,0.047333043068647385,12.649999618530273,2002,OUT045,Tier 2,,Supermarket Type1
FDV28,Regular,34.35580062866211,271.6463928222656,Frozen Foods,0.15972839295864105,16.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDE23,Regular,46.00600051879883,326.24200439453125,Starchy Foods,0.0,17.600000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDD53,Low Fat,43.345401763916016,922.798828125,Frozen Foods,0.04447263851761818,16.200000762939453,2007,OUT017,Tier 2,,Supermarket Type1
NCH29,Low Fat,98.97260284423828,1565.9615478515625,Health and Hygiene,0.0,5.510000228881836,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRH37,Low Fat,164.25259399414062,1315.620849609375,Soft Drinks,0.04168105870485306,17.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV09,Low Fat,147.57339477539062,3414.88818359375,Snack Foods,0.02060055360198021,12.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDT51,Regular,110.85440063476562,111.85440063476562,Meat,0.01827581599354744,11.649999618530273,1998,OUT010,Tier 3,,Grocery Store
DRI11,Low Fat,117.0833969116211,1612.567626953125,Hard Drinks,0.03447405993938446,8.260000228881836,2002,OUT045,Tier 2,,Supermarket Type1
NCM53,Low Fat,108.12799835205078,1065.280029296875,Health and Hygiene,0.05233528092503548,18.75,2007,OUT017,Tier 2,,Supermarket Type1
NCH18,Low Fat,245.2801971435547,10072.888671875,Household,0.04444495588541031,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDE14,Regular,100.06999969482422,2596.6201171875,Canned,0.03143920749425888,13.649999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
FDH34,Low Fat,184.658203125,185.75819396972656,Snack Foods,0.054443761706352234,,1985,OUT019,Tier 1,Small,Grocery Store
FDH47,reg,95.20680236816406,583.2407836914062,Starchy Foods,0.12907744944095612,13.5,2002,OUT045,Tier 2,,Supermarket Type1
FDZ25,Regular,169.87899780273438,339.5580139160156,Canned,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
FDT56,Regular,56.024600982666016,695.09521484375,Fruits and Vegetables,0.11582683771848679,16.0,2002,OUT045,Tier 2,,Supermarket Type1
FDR20,Regular,46.47439956665039,45.27439880371094,Fruits and Vegetables,0.0,20.0,1998,OUT010,Tier 3,,Grocery Store
NCL41,Low Fat,36.32160186767578,276.9728088378906,Health and Hygiene,0.04172973334789276,12.350000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDB40,Regular,144.81019592285156,291.6203918457031,Dairy,0.012620220892131329,17.5,1998,OUT010,Tier 3,,Grocery Store
FDS24,Regular,90.25140380859375,619.8598022460938,Baking Goods,0.062172699719667435,20.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDJ22,Low Fat,190.65040588378906,1342.2528076171875,Snack Foods,0.052917346358299255,18.75,2002,OUT045,Tier 2,,Supermarket Type1
FDZ37,Regular,88.61979675292969,1569.9564208984375,Canned,0.019768502563238144,8.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
DRN35,Low Fat,36.6531982421875,71.90640258789062,Hard Drinks,0.11758006364107132,8.010000228881836,1998,OUT010,Tier 3,,Grocery Store
DRK37,Low Fat,189.05299377441406,6261.84912109375,Soft Drinks,0.04379158094525337,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDC48,Low Fat,84.1592025756836,1238.387939453125,Baking Goods,0.015949001535773277,9.194999694824219,2007,OUT017,Tier 2,,Supermarket Type1
FDI57,Low Fat,196.07679748535156,5518.150390625,Seafood,0.0542457215487957,19.850000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDO03,Regular,227.93519592285156,4809.7392578125,Meat,0.03703322261571884,10.395000457763672,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRD24,Low Fat,143.1154022216797,2552.67724609375,Soft Drinks,0.030842963606119156,13.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDX14,Low Fat,76.035400390625,601.8831787109375,Dairy,0.0750565454363823,13.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRO59,Low Fat,77.0011978149414,2277.035888671875,Hard Drinks,0.054460570216178894,11.800000190734863,2007,OUT017,Tier 2,,Supermarket Type1
NCK31,Low Fat,50.2666015625,820.265625,Others,0.02715795487165451,10.895000457763672,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDB50,Low Fat,76.79859924316406,2648.552490234375,Canned,0.15393011271953583,13.0,2002,OUT045,Tier 2,,Supermarket Type1
FDQ19,reg,241.0511932373047,242.3511962890625,Fruits and Vegetables,0.024044279009103775,7.349999904632568,1998,OUT010,Tier 3,,Grocery Store
DRB25,Low Fat,107.4937973022461,2358.263671875,Soft Drinks,0.06985261291265488,12.300000190734863,2007,OUT017,Tier 2,,Supermarket Type1
FDO04,Low Fat,54.661399841308594,884.182373046875,Frozen Foods,0.0,16.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
NCQ18,Low Fat,98.56999969482422,2496.75,Household,0.13504725694656372,15.75,2004,OUT035,Tier 2,Small,Supermarket Type1
FDY48,Low Fat,103.23320007324219,1845.59765625,Baking Goods,0.023734871298074722,14.0,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW32,Regular,87.58820343017578,171.77639770507812,Fruits and Vegetables,0.15783357620239258,18.350000381469727,1998,OUT010,Tier 3,,Grocery Store
FDK43,Low Fat,126.302001953125,3036.048095703125,Meat,0.02688249573111534,9.800000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCR42,Low Fat,33.38999938964844,33.290000915527344,Household,0.06441078335046768,9.104999542236328,1998,OUT010,Tier 3,,Grocery Store
FDJ58,Regular,172.67640686035156,2920.19873046875,Snack Foods,0.10589166730642319,15.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDT25,Low Fat,122.70719909667969,1470.08642578125,Canned,0.05082987993955612,7.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCR53,Low Fat,224.44039916992188,1800.3232421875,Health and Hygiene,0.14492015540599823,12.149999618530273,1987,OUT013,Tier 3,High,Supermarket Type1
DRA59,Regular,183.99240112304688,185.0924072265625,Soft Drinks,0.2141251266002655,8.270000457763672,1998,OUT010,Tier 3,,Grocery Store
FDI41,Regular,145.841796875,5591.38818359375,Frozen Foods,0.06224514916539192,18.5,2004,OUT035,Tier 2,Small,Supermarket Type1
FDT33,Regular,165.1157989501953,1838.2738037109375,Snack Foods,0.03412912040948868,7.809999942779541,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDP58,Low Fat,220.74819946289062,4380.9638671875,Snack Foods,0.0,11.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCM55,Low Fat,185.89239501953125,3516.755615234375,Others,0.06672613322734833,15.600000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDT14,Regular,120.74400329589844,2756.412109375,Dairy,0.12710857391357422,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDR55,Regular,190.18719482421875,3781.743896484375,Fruits and Vegetables,0.13262160122394562,12.149999618530273,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDJ38,Regular,188.55299377441406,3795.06005859375,Canned,0.04017207771539688,8.600000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDA08,Regular,164.65260314941406,2137.8837890625,Fruits and Vegetables,0.05004347115755081,11.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDA50,Low Fat,96.04100036621094,868.8690185546875,Dairy,0.08710259199142456,16.25,1987,OUT013,Tier 3,High,Supermarket Type1
DRG03,Low Fat,154.2998046875,1691.7978515625,Dairy,0.06223908066749573,14.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDX10,Regular,37.187400817871094,247.0117950439453,Snack Foods,0.1237105280160904,6.385000228881836,1997,OUT046,Tier 1,Small,Supermarket Type1
FDT03,Low Fat,185.56080627441406,3307.6943359375,Meat,0.00995034258812666,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCE43,LF,171.2447967529297,4602.009765625,Household,0.10294134169816971,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDZ39,Regular,103.4990005493164,1547.9849853515625,Meat,0.01793748326599598,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDG20,Regular,178.40280151367188,1239.7196044921875,Fruits and Vegetables,0.12619991600513458,15.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDQ07,Regular,219.84559631347656,1547.3192138671875,Fruits and Vegetables,0.0869835913181305,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDU02,low fat,229.93519592285156,2519.38720703125,Dairy,0.10309135168790817,13.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDU57,Regular,152.07080078125,451.41241455078125,Snack Foods,0.14989535510540009,8.270000457763672,1998,OUT010,Tier 3,,Grocery Store
FDR40,Regular,78.56179809570312,2255.73046875,Frozen Foods,0.007995479740202427,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDW02,Regular,123.97039794921875,2253.067138671875,Dairy,0.0,4.804999828338623,2002,OUT045,Tier 2,,Supermarket Type1
FDZ40,Low Fat,54.9297981262207,1348.2449951171875,Frozen Foods,0.04024522379040718,8.9350004196167,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDS26,Low Fat,261.6593933105469,7588.12255859375,Dairy,0.08997529745101929,20.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDC35,Low Fat,205.2637939453125,3520.084716796875,Starchy Foods,0.12273547053337097,7.434999942779541,1987,OUT013,Tier 3,High,Supermarket Type1
FDJ50,Low Fat,50.69820022583008,736.3748168945312,Canned,0.021619563922286034,8.645000457763672,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCN55,Low Fat,239.25379943847656,3605.306884765625,Others,0.05982700735330582,14.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDA16,Low Fat,220.84559631347656,5084.048828125,Frozen Foods,0.03408025950193405,6.695000171661377,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDL58,Regular,262.3568115234375,790.9703979492188,Snack Foods,0.12411034852266312,5.78000020980835,1998,OUT010,Tier 3,,Grocery Store
